iter	RMSE
148	17.51864687
149	17.5172578
150	17.51593386
151	17.51384265
152	17.51166896
153	17.51060169
154	17.50919199
155	17.5070589
156	17.50588486
157	17.50438335
158	17.50334535
159	17.50207032
160	17.50118919
161	17.50015327
162	17.4993636
163	17.49773791
164	17.49623671
165	17.49583203
166	17.49372171
167	17.49309945
168	17.49140183
169	17.4903076
170	17.48810381
171	17.48752409
172	17.4853537
173	17.48441744
174	17.48243814
175	17.4803365
176	17.4790446
177	17.47808292
178	17.47681398
179	17.4745787
180	17.47384427
181	17.47185786
182	17.47121129
183	17.46918275
184	17.4656414
185	17.4641103
186	17.4621339
187	17.46083341
188	17.46074452
189	17.4594751
190	17.45762099
191	17.45682871
192	17.45555567
193	17.45325616
194	17.45268198
195	17.45228698
196	17.44996811
197	17.44956983
198	17.44838965
199	17.44738062
200	17.44630891
201	17.44485148
202	17.44312993
203	17.44110117
204	17.4392207
205	17.43893567
206	17.43832862
207	17.43718475
208	17.43461683
209	17.43325414
210	17.43285202
211	17.43184093
212	17.4313287
213	17.43029513
214	17.42877826
215	17.42735286
216	17.42634854
217	17.42481823
218	17.42373697
219	17.42333918
220	17.42227645
221	17.42098651
222	17.41934472
223	17.41872912
224	17.41801584
225	17.41632788
226	17.41598549
227	17.41453887
228	17.41280022
229	17.41192694
230	17.40993945
231	17.4095096
232	17.40800693
233	17.40643239
234	17.40504206
235	17.40446619
236	17.40397502
237	17.40219627
238	17.40126263
239	17.399794
240	17.39886933
241	17.397141
242	17.39593893
243	17.39540421
244	17.39536032
245	17.39355102
246	17.39305162
247	17.39032107
248	17.39004319
249	17.38994822
250	17.38919495
251	17.38707788
252	17.38598703
253	17.38476315
254	17.38159076
255	17.3807675
256	17.38023027
257	17.3792154
258	17.37832591
259	17.37701548
260	17.37539836
261	17.37492061
262	17.37430003
263	17.37301527
264	17.37043493
265	17.37013763
266	17.36936434
267	17.36837145
268	17.36763792
269	17.36747014
270	17.36743611
271	17.36581441
272	17.36540035
273	17.36418081
274	17.36328198
275	17.3626122
276	17.36091092
277	17.35957438
278	17.35782282
279	17.3571256
280	17.35630085
281	17.3560693
282	17.35536629
283	17.35468209
284	17.35377268
285	17.35206521
286	17.35104749
287	17.34987634
288	17.34914723
289	17.34859824
290	17.34699025
291	17.34664113
292	17.34649046
293	17.34619485
294	17.34603548
295	17.3455272
296	17.34452575
297	17.34346369
298	17.34264755
299	17.34103106
300	17.3403499
301	17.33988097
302	17.33857027
303	17.33818632
304	17.3376574
305	17.33642572
306	17.33521104
307	17.33412617
308	17.33215434
309	17.3317316
310	17.33124906
311	17.3301598
312	17.32906536
313	17.32773939
314	17.32762762
315	17.32739496
316	17.32684951
317	17.32571944
318	17.32397781
319	17.32300001
320	17.32184749
321	17.3203321
322	17.31980444
323	17.31936282
324	17.31869312
325	17.31784914
326	17.317325
327	17.31680016
328	17.31647123
329	17.31642849
330	17.31613273
331	17.31529994
332	17.31432745
333	17.31332116
334	17.31278369
335	17.31264924
336	17.31208672
337	17.31147797
338	17.31073229
339	17.30978804
340	17.30969919
341	17.30952941
342	17.3094879
343	17.30841281
344	17.30728089
345	17.30635461
346	17.30592096
347	17.30553267
348	17.30445813
349	17.30329332
350	17.30243855
351	17.30209239
352	17.30108704
353	17.3009554
354	17.30022004
355	17.3001721
356	17.29927829
357	17.29923837
358	17.29742216
359	17.29579706
360	17.29504795
361	17.29393191
362	17.29265915
363	17.29136341
364	17.29120714
365	17.29101141
366	17.29002542
367	17.28898603
368	17.28746866
369	17.28715901
370	17.28581577
371	17.28465224
372	17.283176
373	17.28142693
374	17.27937215
375	17.27875289
376	17.27806221
377	17.27672965
378	17.27610484
379	17.27520367
380	17.27470497
381	17.27381298
382	17.27243912
383	17.27133808
384	17.27063533
385	17.27026546
386	17.26934362
387	17.26830263
388	17.26634485
389	17.26574829
390	17.26460732
391	17.26331394
392	17.26165443
393	17.2605245
394	17.25887788
395	17.258152
396	17.25667689
397	17.25578675
398	17.25422562
399	17.25354562
400	17.25333252
401	17.25233686
402	17.25118632
403	17.25002022
404	17.24913712
405	17.24732626
406	17.24610829
407	17.24584935
408	17.24512235
409	17.24247849
410	17.2413535
411	17.2401573
412	17.23878909
413	17.23751939
414	17.23712295
415	17.23650998
416	17.23447553
417	17.23376125
418	17.23201627
419	17.23094728
420	17.22952713
421	17.22856773
422	17.22717201
423	17.22497643
424	17.22317871
425	17.22208071
426	17.22146699
427	17.21933019
428	17.21798329
429	17.21670098
430	17.2161383
431	17.2148226
432	17.21343121
433	17.21189834
434	17.21055651
435	17.20942641
436	17.20791212
437	17.20549224
438	17.20460355
439	17.20365161
440	17.20303004
441	17.20269572
442	17.20146004
443	17.20046987
444	17.19953757
445	17.19933614
446	17.19893995
447	17.19805673
448	17.19735713
449	17.19616832
450	17.19459679
451	17.19358897
452	17.19157109
453	17.19080659
454	17.18973287
455	17.18838563
456	17.18669098
457	17.18523759
458	17.1839679
459	17.18321524
460	17.18202655
461	17.18103223
462	17.17866939
463	17.177716
464	17.17709357
465	17.17625951
466	17.17572099
467	17.17501146
468	17.17389063
469	17.173309
470	17.17216909
471	17.17092694
472	17.16994997
473	17.16921536
474	17.16835727
475	17.16734164
476	17.16636515
477	17.16526544
478	17.1645416
479	17.16350665
480	17.16152725
481	17.16009205
482	17.15808819
483	17.15667692
484	17.15587833
485	17.15532321
486	17.15488445
487	17.15425119
488	17.15344147
489	17.15287768
490	17.15130674
491	17.15039104
492	17.14991392
493	17.1488559
494	17.14792941
495	17.14741989
496	17.14640645
497	17.14555279
498	17.14474056
499	17.14391185
500	17.14322719
501	17.14270969
502	17.14248286
503	17.14011978
504	17.13885387
505	17.13835027
506	17.13707562
507	17.13602402
508	17.13571372
509	17.13403909
510	17.13280369
511	17.13199672
512	17.13124061
513	17.13083346
514	17.13035831
515	17.12927572
516	17.12734791
517	17.12623154
518	17.12545201
519	17.12467791
520	17.12378741
521	17.12328353
522	17.12241728
523	17.12067122
524	17.11963744
525	17.11864611
526	17.11820262
527	17.11800564
528	17.11686687
529	17.11625883
530	17.11504225
531	17.11448344
532	17.11379241
533	17.11294507
534	17.11221751
535	17.11143882
536	17.1096759
537	17.10912393
538	17.1079632
539	17.10778393
540	17.10713465
541	17.10641158
542	17.10533962
543	17.10427311
544	17.10317409
545	17.10245154
546	17.1015636
547	17.10091872
548	17.09936725
549	17.09862492
550	17.09818933
551	17.09754558
552	17.09721853
553	17.09692002
554	17.09647496
555	17.09575431
556	17.09508605
557	17.09381922
558	17.09314783
559	17.09127908
560	17.09031179
561	17.08881537
562	17.08730961
563	17.08669897
564	17.0865377
565	17.08563315
566	17.08520138
567	17.0847699
568	17.08415196
569	17.08250648
570	17.08121657
571	17.08043966
572	17.07938083
573	17.078028
574	17.07738926
575	17.07634699
576	17.07589747
577	17.07489402
578	17.07419161
579	17.07316012
580	17.07193177
581	17.07108284
582	17.07073754
583	17.06996554
584	17.06850557
585	17.06831799
586	17.06762115
587	17.0671755
588	17.06639933
589	17.06549645
590	17.06462312
591	17.06362443
592	17.06290216
593	17.06221483
594	17.06178251
595	17.06140499
596	17.06039765
597	17.05935124
598	17.05863377
599	17.0574645
600	17.05608066
601	17.05458833
602	17.05389067
603	17.05302162
604	17.05274931
605	17.05162086
606	17.05118695
607	17.05072026
608	17.05047489
609	17.05031575
610	17.04969732
611	17.04956579
612	17.0494956
613	17.0488874
614	17.04780109
615	17.04706359
616	17.04674142
617	17.04617177
618	17.04518641
619	17.0445383
620	17.04432919
621	17.04379584
622	17.04323128
623	17.04213203
624	17.04136343
625	17.0402916
626	17.0396978
627	17.03948334
628	17.03848096
629	17.03767864
630	17.03721269
631	17.03688913
632	17.03641731
633	17.03543651
634	17.03467351
635	17.03341299
636	17.0322733
637	17.03188753
638	17.03054743
639	17.03005226
640	17.02940018
641	17.02846675
642	17.02840129
643	17.02733848
644	17.02721472
645	17.02664079
646	17.02600726
647	17.02561568
648	17.02449335
649	17.02410676
650	17.02339211
651	17.02223187
652	17.02153708
653	17.02063075
654	17.02028707
655	17.01980286
656	17.01898371
657	17.01842914
658	17.01817913
659	17.01765059
660	17.01674964
661	17.01556053
662	17.01506708
663	17.01416828
664	17.01338839
665	17.01259838
666	17.01159671
667	17.0112612
668	17.0105098
669	17.00980544
670	17.00881434
671	17.00854168
672	17.00795133
673	17.00718958
674	17.0064582
675	17.00598321
676	17.00520511
677	17.00509472
678	17.00418379
679	17.00373034
680	17.00352924
681	17.00304131
682	17.00242844
683	17.00196456
684	17.00174448
685	17.00109097
686	16.99987254
687	16.99922654
688	16.99846671
689	16.99833345
690	16.99733203
691	16.99678577
692	16.99641562
693	16.99527749
694	16.99460569
695	16.99421122
696	16.99326975
697	16.9928696
698	16.99171263
699	16.99111788
700	16.99059285
701	16.99016523
702	16.98936041
703	16.98877994
704	16.98782871
705	16.98731786
706	16.98628317
707	16.98594533
708	16.98500593
709	16.9848021
710	16.98432047
711	16.98380067
712	16.9830047
713	16.98209182
714	16.98121926
715	16.98116793
716	16.97982826
717	16.97913192
718	16.97886981
719	16.97807837
720	16.97765746
721	16.97737444
722	16.97600182
723	16.97574972
724	16.97538583
725	16.97488413
726	16.97425067
727	16.97340071
728	16.97333769
729	16.97278858
730	16.97269757
731	16.97172996
732	16.97164413
733	16.97089159
734	16.97073609
735	16.97048591
736	16.9697185
737	16.96959548
738	16.96903392
739	16.9680861
740	16.96714532
741	16.96591649
742	16.96561932
743	16.96451657
744	16.96412337
745	16.96359945
746	16.96336424
747	16.9630059
748	16.96175727
749	16.96080543
750	16.96003585
751	16.9597617
752	16.95905303
753	16.95786023
754	16.95673984
755	16.95612733
756	16.95576261
757	16.95518165
758	16.95503655
759	16.95457051
760	16.95339402
761	16.95310345
762	16.95275964
763	16.95270753
764	16.95143166
765	16.9504825
766	16.94952083
767	16.94913864
768	16.94833975
769	16.94784872
770	16.9472951
771	16.94637257
772	16.94630267
773	16.9461531
774	16.94559971
775	16.94518629
776	16.94431276
777	16.94365539
778	16.94312299
779	16.94255043
780	16.94168766
781	16.94139649
782	16.94038286
783	16.94008123
784	16.93963133
785	16.9389586
786	16.93849377
787	16.93777236
788	16.93694427
789	16.93617734
790	16.93602294
791	16.93598379
792	16.93538778
793	16.93495974
794	16.93477608
795	16.93416374
796	16.93381775
797	16.93316216
798	16.93267151
799	16.93223322
800	16.93108412
801	16.93064266
802	16.9296585
803	16.92932971
804	16.92841128
805	16.92816794
806	16.92788474
807	16.92685083
808	16.92625302
809	16.92597358
810	16.92504193
811	16.92380192
812	16.92320252
813	16.92232023
814	16.92163158
815	16.92139292
816	16.92073735
817	16.92021569
818	16.91997369
819	16.91947017
820	16.91923081
821	16.9190988
822	16.9185426
823	16.91743794
824	16.91729378
825	16.91685698
826	16.91644527
827	16.91578956
828	16.91558633
829	16.91524134
830	16.91508765
831	16.914545
832	16.91389551
833	16.91371396
834	16.91304242
835	16.91242557
836	16.91176315
837	16.9114638
838	16.91066755
839	16.91028161
840	16.90976836
841	16.90922294
842	16.90855941
843	16.90794353
844	16.90752108
845	16.90605432
846	16.90590121
847	16.90577653
848	16.90550971
849	16.90489126
850	16.90451809
851	16.904252
852	16.90414514
853	16.90333275
854	16.90282241
855	16.90194675
856	16.90061418
857	16.8996546
858	16.89893289
859	16.89836149
860	16.89758661
861	16.89753075
862	16.89750424
863	16.89715051
864	16.89668295
865	16.89655668
866	16.89593093
867	16.89578778
868	16.89494594
869	16.89429896
870	16.89396389
871	16.89369936
872	16.89339519
873	16.89275672
874	16.89243549
875	16.89230974
876	16.89178787
877	16.89116588
878	16.89057183
879	16.89014135
880	16.89003226
881	16.88983492
882	16.88955089
883	16.88839212
884	16.88814956
885	16.88770996
886	16.88738555
887	16.88647384
888	16.88597426
889	16.88586311
890	16.88544067
891	16.88455931
892	16.88405953
893	16.88346028
894	16.8832857
895	16.88287484
896	16.88272901
897	16.88246571
898	16.88143036
899	16.88100557
900	16.88033006
901	16.87908806
902	16.8785527
903	16.87818891
904	16.87715368
905	16.87659971
906	16.87568705
907	16.87556692
908	16.87526163
909	16.87502114
910	16.87421976
911	16.87360029
912	16.87350344
913	16.87309915
914	16.87296463
915	16.87265373
916	16.87244264
917	16.8719341
918	16.87156882
919	16.87137648
920	16.87061944
921	16.87045836
922	16.87017459
923	16.86948512
924	16.86905585
925	16.86837689
926	16.86819003
927	16.86788797
928	16.86770495
929	16.86715717
930	16.867069
931	16.86696235
932	16.86643209
933	16.86596654
934	16.86572228
935	16.86535123
936	16.86478108
937	16.86467209
938	16.86438165
939	16.86410243
940	16.86395454
941	16.86347665
942	16.86292799
943	16.86252851
944	16.86194335
945	16.86133264
946	16.86044536
947	16.86004464
948	16.8596925
949	16.85906421
950	16.8588093
951	16.85840402
952	16.85815469
953	16.85810249
954	16.85769768
955	16.85754124
956	16.85672176
957	16.85606696
958	16.85599635
959	16.85577246
960	16.85518265
961	16.85460478
962	16.85443693
963	16.85423509
964	16.85343984
965	16.85300694
966	16.8528244
967	16.85236982
968	16.85170586
969	16.85119493
970	16.85022204
971	16.84925213
972	16.84870535
973	16.84828591
974	16.84764179
975	16.84747877
976	16.84717931
977	16.84628277
978	16.84587822
979	16.84560759
980	16.84534318
981	16.84484185
982	16.84470109
983	16.84455344
984	16.84446468
985	16.84405098
986	16.84364063
987	16.84326036
988	16.84274884
989	16.84244013
990	16.8423793
991	16.84200215
992	16.84163335
993	16.84107847
994	16.84026871
995	16.84000009
996	16.83965726
997	16.83936469
998	16.83880179
999	16.83800011
1000	16.83747643
1001	16.8370345
1002	16.83693709
1003	16.83630726
1004	16.83559999
1005	16.8351646
1006	16.83454981
1007	16.83387605
1008	16.8337148
1009	16.83254167
1010	16.83171429
1011	16.83113709
1012	16.83032569
1013	16.8302816
1014	16.82993792
1015	16.82855447
1016	16.82817897
1017	16.82740109
1018	16.82719036
1019	16.82705606
1020	16.82656543
1021	16.82619458
1022	16.82595224
1023	16.82589171
1024	16.82579901
1025	16.82477074
1026	16.82415684
1027	16.82341264
1028	16.82310665
1029	16.82298288
1030	16.82217921
1031	16.82212011
1032	16.82208748
1033	16.82170443
1034	16.82158254
1035	16.82126091
1036	16.82070999
1037	16.81998138
1038	16.81972226
1039	16.8188529
1040	16.81831108
1041	16.81777695
1042	16.8172464
1043	16.8166474
1044	16.81549255
1045	16.81507682
1046	16.8147793
1047	16.81452022
1048	16.81378143
1049	16.81357215
1050	16.81337935
1051	16.81256853
1052	16.81200525
1053	16.81174512
1054	16.8115685
1055	16.81137694
1056	16.81031383
1057	16.81005366
1058	16.80956365
1059	16.80894582
1060	16.8087046
1061	16.80812058
1062	16.80804331
1063	16.80737236
1064	16.80712
1065	16.80660374
1066	16.80634899
1067	16.80554605
1068	16.80515484
1069	16.80477779
1070	16.80427987
1071	16.80352056
1072	16.80265712
1073	16.80215261
1074	16.8016433
1075	16.80135254
1076	16.80074447
1077	16.80021827
1078	16.79939885
1079	16.79887942
1080	16.79875323
1081	16.7982944
1082	16.79749399
1083	16.79672007
1084	16.7966673
1085	16.79637564
1086	16.79620805
1087	16.79540778
1088	16.7949696
1089	16.79479309
1090	16.79430162
1091	16.79356132
1092	16.79308005
1093	16.79195107
1094	16.79178812
1095	16.79161463
1096	16.79149738
1097	16.79133702
1098	16.79028423
1099	16.78939439
1100	16.78923311
1101	16.78915982
1102	16.78910118
1103	16.78825923
1104	16.78806792
1105	16.78758542
1106	16.78753969
1107	16.78689485
1108	16.78655738
1109	16.78636358
1110	16.78612149
1111	16.78589077
1112	16.78552396
1113	16.78529375
1114	16.78498168
1115	16.78426567
1116	16.78393397
1117	16.78362607
1118	16.78357659
1119	16.7828031
1120	16.7821044
1121	16.78177154
1122	16.78143594
1123	16.78135794
1124	16.78042108
1125	16.77948861
1126	16.77886608
1127	16.77824949
1128	16.77820815
1129	16.77741022
1130	16.77663886
1131	16.77622826
1132	16.77599965
1133	16.77583522
1134	16.77506352
1135	16.77492139
1136	16.7746855
1137	16.7745678
1138	16.77402283
1139	16.77341518
1140	16.77300466
1141	16.77204108
1142	16.77184217
1143	16.77137924
1144	16.77080645
1145	16.77069835
1146	16.7700657
1147	16.76966788
1148	16.7689584
1149	16.76881031
1150	16.76838924
1151	16.76765789
1152	16.76709438
1153	16.76699931
1154	16.76683973
1155	16.76652435
1156	16.76574673
1157	16.76500818
1158	16.76462856
1159	16.76441314
1160	16.7638413
1161	16.76340649
1162	16.76324645
1163	16.76214876
1164	16.76161129
1165	16.76110915
1166	16.76067383
1167	16.76023879
1168	16.75984386
1169	16.75970175
1170	16.75917781
1171	16.75915148
1172	16.75802579
1173	16.75781732
1174	16.7574411
1175	16.75697727
1176	16.75664358
1177	16.75531584
1178	16.75526935
1179	16.75488291
1180	16.7546585
1181	16.75408764
1182	16.75350389
1183	16.7533863
1184	16.75269057
1185	16.7525054
1186	16.75197317
1187	16.75141988
1188	16.75134012
1189	16.75089333
1190	16.75060705
1191	16.74977153
1192	16.74952496
1193	16.74918497
1194	16.7490071
1195	16.74896429
1196	16.74844223
1197	16.74790387
1198	16.74744509
1199	16.74650545
1200	16.74563798
1201	16.74534712
1202	16.74530523
1203	16.74477566
1204	16.74471721
1205	16.74421128
1206	16.74383374
1207	16.74368045
1208	16.74308165
1209	16.74227529
1210	16.74151512
1211	16.74065214
1212	16.74047867
1213	16.74016827
1214	16.73960434
1215	16.7394189
1216	16.73920261
1217	16.73882784
1218	16.73852393
1219	16.73803908
1220	16.73731781
1221	16.73724919
1222	16.73713714
1223	16.73662987
1224	16.73586795
1225	16.73574284
1226	16.7354825
1227	16.73534329
1228	16.7346035
1229	16.73429903
1230	16.73361407
1231	16.73293579
1232	16.73273916
1233	16.73242206
1234	16.73216223
1235	16.73209527
1236	16.73173188
1237	16.73115564
1238	16.73082734
1239	16.73066482
1240	16.73014029
1241	16.73008292
1242	16.72977291
1243	16.72931262
1244	16.72903163
1245	16.72807756
1246	16.7277004
1247	16.72732416
1248	16.72693106
1249	16.72624479
1250	16.72592177
1251	16.72572079
1252	16.72563642
1253	16.72523982
1254	16.72480629
1255	16.72468888
1256	16.72393975
1257	16.72356837
1258	16.72318686
1259	16.72238667
1260	16.72180419
1261	16.72158437
1262	16.72148924
1263	16.72098197
1264	16.72075213
1265	16.72018768
1266	16.7199836
1267	16.71947038
1268	16.71916571
1269	16.71888795
1270	16.71876858
1271	16.71769008
1272	16.7173364
1273	16.71675856
1274	16.7165845
1275	16.71612204
1276	16.71579972
1277	16.71565518
1278	16.7153843
1279	16.71514866
1280	16.71498351
1281	16.7142514
1282	16.71401284
1283	16.7135779
1284	16.71330208
1285	16.71269431
1286	16.71236643
1287	16.71172374
1288	16.71073654
1289	16.71056913
1290	16.71014051
1291	16.70968034
1292	16.70895085
1293	16.70885679
1294	16.70851561
1295	16.70821558
1296	16.70771937
1297	16.70760775
1298	16.70686545
1299	16.70636426
